sleep_hours,phone_usage_hours,study_hours_per_day,productivity_score
6.51,5.64,7.4,54.71
5.86,11.89,4.69,38.97
9.95,4.54,7.9,68.38
4.26,7.44,1.22,17.49
4.3,6.06,7.31,71.14
9.84,8.98,4.53,45.09
7.6,11.83,0.79,28.21
6.64,6.52,5.68,57.61
3.47,4.53,7.14,41.98
5.49,2.37,5.52,54.31
6.03,9.84,1.67,13.09
6.58,1.35,8.25,59.63
6.06,7.19,3.51,52.55
6.07,9.29,9.25,58.92
9.96,2.71,9.12,70.21
9.82,6.03,2.4,32.92
3.6,5.06,5.03,55.54
4.18,2.92,1.8,43.15
9.59,10.64,6.94,68.56
5.23,6.62,8.59,52.54
7.28,10.35,6.66,42.03
8.59,10.29,2.97,38.06
6.3,11.77,1.22,29.89
3.12,11.07,1.16,3.71
8.8,8.92,6.3,57.29
8.29,8.27,9.56,68.01
3.29,2.39,7.11,52.96
9.28,5.44,7.44,66.08
9.0,6.98,3.63,36.08
4.93,1.21,6.07,50.17
3.56,2.28,3.51,27.23
5.82,7.87,9.07,72.01
9.12,2.19,1.76,49.32
6.38,4.39,6.5,67.61
4.97,0.93,7.44,51.13
4.62,2.45,7.14,61.31
5.49,6.88,2.94,44.01
9.96,7.88,5.12,56.23
9.15,1.68,6.8,76.06
6.83,3.28,9.34,66.64
8.66,5.05,5.25,70.98
5.21,8.35,3.35,38.17
7.31,1.36,4.17,62.56
9.11,5.66,5.64,61.67
5.57,8.97,9.78,72.28
8.6,2.12,6.47,68.92
7.3,6.77,1.97,47.42
7.31,5.57,8.51,72.49
3.29,4.99,2.22,30.71
9.29,11.24,0.87,33.27
8.43,5.05,1.45,38.95
3.26,5.64,7.97,55.22
7.28,1.22,9.07,81.75
8.22,4.7,3.05,43.81
8.57,6.52,5.23,59.39
3.62,0.61,6.17,51.21
7.48,1.07,4.48,72.27
4.63,3.25,1.12,30.54
6.16,9.04,1.04,15.86
6.69,9.51,4.68,33.89
3.19,9.72,8.08,42.58
5.1,7.09,1.3,32.52
8.58,10.11,2.45,36.86
8.9,2.08,3.06,51.65
5.31,11.12,5.81,32.22
6.09,9.77,0.91,37.8
8.82,7.39,8.67,82.36
4.41,7.18,4.97,38.99
8.12,1.78,5.11,56.26
5.85,9.71,3.6,31.66
9.91,6.23,2.51,50.58
7.21,9.95,3.95,36.7
4.04,4.13,9.18,49.41
4.2,1.09,1.4,41.35
3.19,6.31,1.08,22.79
8.0,10.64,1.59,41.24
6.1,1.52,7.88,76.79
3.08,5.23,0.96,29.71
3.71,10.09,3.67,36.45
5.03,3.13,4.54,38.51
5.97,3.52,5.32,72.47
9.57,7.65,0.53,51.51
6.79,10.44,5.12,43.6
9.26,7.14,2.35,48.37
4.75,1.67,1.43,36.74
5.33,11.19,5.57,47.08
9.17,6.66,7.57,71.02
6.44,4.44,9.38,68.32
7.13,9.17,9.17,59.16
7.02,8.45,4.29,50.7
7.52,4.02,7.19,77.09
7.12,10.34,7.11,48.76
7.86,1.47,4.42,63.73
4.03,10.61,1.43,11.12
7.97,1.66,4.13,52.47
4.05,0.92,9.93,60.06
5.38,10.45,5.77,45.24
8.82,1.26,3.74,65.43
7.25,11.9,7.57,47.21
9.77,1.45,7.02,69.8
4.77,10.03,6.0,39.36
9.45,11.59,6.56,52.2
7.49,7.09,6.06,44.91
5.58,2.45,9.58,76.5
8.51,2.36,5.34,71.47
9.68,9.24,6.11,57.21
8.46,1.27,4.98,60.6
3.05,8.39,6.2,52.67
3.07,3.81,8.96,74.19
3.88,11.16,3.73,24.44
8.96,6.87,5.21,49.53
8.25,3.06,4.76,61.43
7.48,10.24,4.28,51.5
7.86,11.81,8.3,50.96
7.34,9.06,2.7,33.14
5.44,8.53,5.25,52.19
8.04,10.36,9.28,69.4
9.55,0.73,2.03,46.35
8.25,10.72,0.54,26.4
9.07,3.37,3.02,50.89
4.66,7.29,9.26,63.52
5.44,5.64,1.33,27.3
6.55,5.48,1.8,22.88
6.3,5.68,3.54,50.61
6.26,8.36,7.81,40.07
7.48,8.27,7.64,61.53
8.99,4.82,1.33,51.65
9.21,11.92,9.37,67.92
4.05,11.61,2.77,20.93
3.63,2.31,3.17,53.02
5.18,8.41,4.17,40.49
8.16,6.39,6.53,60.73
8.55,3.62,5.45,71.39
5.68,9.8,9.32,68.03
5.17,3.08,5.86,51.21
3.91,8.21,8.64,64.29
4.67,8.96,1.24,19.09
3.71,5.13,8.63,57.11
5.13,0.93,2.38,47.95
7.73,4.18,3.94,46.98
3.9,9.8,3.54,38.63
5.25,8.24,3.7,35.04
6.7,6.08,9.23,68.33
5.29,8.69,4.7,46.47
6.08,2.98,3.05,32.43
6.48,11.15,3.3,37.26
8.43,10.15,8.13,47.0
8.9,0.87,5.62,59.34
4.35,8.2,4.77,48.32
5.59,3.69,9.3,71.75
7.03,6.2,9.34,60.9
6.5,2.77,7.68,68.02
3.56,8.94,5.42,44.08
5.41,1.02,1.61,36.78
4.59,6.87,7.23,48.82
5.92,1.77,8.24,59.86
5.37,4.03,8.59,71.82
7.87,2.72,6.03,67.05
5.81,5.49,6.36,61.6
4.69,6.04,7.24,54.91
7.34,8.08,8.8,64.99
8.09,5.67,0.93,28.98
3.76,8.83,5.85,44.5
4.76,9.78,4.01,40.89
4.46,11.93,8.42,56.55
4.41,1.92,1.77,44.03
9.31,5.2,9.14,68.45
3.88,3.42,1.68,31.08
9.1,8.83,1.35,27.81
5.76,6.43,3.79,49.55
7.49,1.78,9.95,74.78
6.09,1.22,6.52,62.2
7.19,6.26,0.75,40.69
6.86,4.53,2.87,37.36
6.03,6.56,1.92,49.88
4.93,3.36,0.51,40.33
9.52,4.96,5.39,48.37
9.41,11.7,4.12,50.68
3.5,3.27,6.33,45.46
4.56,0.77,2.56,42.43
7.02,11.11,8.4,45.91
9.86,9.74,4.14,63.59
8.09,5.73,5.09,46.9
8.73,6.62,7.46,67.8
5.2,4.36,2.08,25.03
4.53,2.15,2.99,40.9
4.58,3.58,1.97,48.27
6.38,4.62,7.8,65.0
9.01,6.89,1.43,25.36
4.51,3.75,5.15,42.55
6.99,4.21,7.62,55.72
8.66,6.8,5.32,70.54
6.5,3.75,5.33,51.22
5.92,11.68,1.1,20.49
5.43,5.63,7.94,62.48
7.2,9.79,6.24,49.24
8.72,8.33,6.84,54.01
9.97,2.06,7.78,75.24
9.09,9.49,5.83,55.0
6.17,3.35,5.33,59.43
3.55,10.75,6.8,46.16
3.84,8.8,9.05,59.87
3.21,8.75,6.57,49.96
5.54,4.02,7.99,59.72
6.37,5.02,5.06,50.35
8.74,8.91,6.1,52.92
3.6,4.68,2.21,41.08
4.6,5.71,5.14,56.07
6.57,6.93,1.91,35.89
8.95,3.93,4.94,65.69
3.61,9.28,1.12,10.46
4.7,3.66,5.97,56.03
6.81,1.11,3.22,49.86
5.27,9.55,8.5,57.06
9.95,4.77,4.07,59.52
6.16,10.23,9.22,72.33
9.38,7.67,4.99,48.62
9.59,10.06,8.56,80.2
4.82,4.89,3.32,31.51
5.29,6.93,4.79,49.39
5.27,0.65,6.52,60.53
6.05,3.46,2.96,52.27
3.44,10.56,6.74,42.38
8.65,5.57,3.24,47.8
3.92,7.81,5.1,34.72
9.26,3.72,0.72,52.43
7.04,10.3,1.24,26.17
6.37,7.33,2.66,37.68
7.63,10.94,8.16,55.33
9.53,3.3,6.77,67.98
5.08,8.86,8.99,69.8
4.89,0.74,9.09,62.68
5.59,7.37,4.06,26.25
6.41,3.97,3.99,39.37
3.53,1.92,8.44,62.56
7.76,7.71,4.55,38.95
6.65,0.83,8.64,81.13
6.78,2.3,5.31,57.88
4.75,4.76,4.53,43.62
8.88,5.64,3.15,54.68
5.79,10.95,1.7,18.77
7.57,4.35,5.5,44.47
4.68,1.09,3.59,46.73
8.71,11.57,2.87,48.98
5.1,10.05,2.11,26.34
9.45,3.12,4.19,48.24
6.18,6.43,5.78,43.38
4.02,2.29,8.45,54.83
7.28,11.49,8.29,71.01
6.9,6.44,8.62,72.59
5.95,5.92,5.97,59.26
8.74,10.03,5.82,48.11
5.95,1.98,9.1,70.96
3.95,3.54,3.24,22.15
3.2,8.93,1.88,13.44
9.25,7.56,1.29,41.03
6.27,2.33,8.87,60.02
6.94,2.92,4.03,45.7
3.8,10.62,5.24,39.39
6.43,9.97,8.13,60.36
6.73,0.67,4.05,47.73
6.26,11.44,8.75,65.42
9.68,7.19,3.56,54.98
7.0,5.92,7.46,53.29
9.82,4.59,6.84,67.51
4.07,4.82,2.41,25.99
9.4,6.19,1.68,43.45
6.87,2.92,1.56,56.69
5.07,2.01,6.68,48.12
8.22,6.95,0.62,37.69
6.89,5.71,6.78,69.85
7.03,8.29,7.93,56.41
4.2,6.17,3.37,41.98
7.76,5.01,7.58,60.55
5.06,4.45,2.07,17.66
5.49,7.14,9.62,55.11
9.35,3.71,2.7,41.58
4.26,9.9,5.14,48.07
9.21,9.63,9.81,78.95
6.5,7.91,9.12,55.13
4.25,4.94,6.76,49.07
8.68,7.42,4.01,59.21
7.57,7.65,7.15,47.86
5.43,8.29,4.87,48.43
5.11,4.89,1.53,14.77
5.95,5.3,8.06,66.17
3.95,10.97,8.78,47.35
8.66,1.77,4.37,53.21
4.95,2.01,6.82,64.38
8.79,11.89,0.79,28.3
8.12,7.67,2.37,49.16
9.59,5.77,5.92,73.61
3.69,1.88,3.1,40.08
5.44,7.91,9.47,71.29
7.37,9.42,8.45,69.61
9.01,6.61,6.72,53.88
4.09,1.07,9.99,77.09
9.03,6.37,2.81,41.68
3.47,2.26,9.23,68.76
6.32,5.47,3.39,43.51
3.59,3.87,6.17,49.59
4.05,2.0,4.63,63.13
8.42,1.05,4.71,59.71
3.13,7.39,7.74,46.44
6.89,7.09,3.8,46.84
3.69,2.34,5.32,40.81
8.68,11.05,2.51,48.55
8.66,10.56,7.75,62.63
7.92,3.59,5.74,72.17
8.29,6.3,2.92,43.69
7.14,6.33,3.03,33.29
6.4,2.57,3.29,60.52
5.87,5.05,7.14,55.7
7.63,7.83,6.15,51.05
5.68,6.26,8.31,66.82
3.02,4.89,5.93,43.91
3.71,5.55,3.41,39.36
7.56,7.9,9.65,78.45
5.55,11.09,8.92,55.07
9.93,11.05,3.15,43.22
5.48,10.21,9.17,55.61
3.76,5.66,7.34,49.5
5.3,11.9,4.44,25.97
7.81,2.33,4.94,50.58
6.7,5.81,4.74,42.41
7.27,6.71,8.07,52.18
3.78,11.69,2.17,27.02
8.79,6.03,1.06,40.27
9.32,8.01,5.24,51.63
4.02,3.2,3.26,50.34
7.38,6.52,5.86,41.04
4.61,8.06,9.79,49.66
4.28,3.12,6.88,64.33
4.43,6.5,9.61,71.77
6.65,8.07,7.45,51.97
9.2,3.69,1.22,46.79
8.73,5.85,8.95,74.98
4.0,9.86,2.39,22.57
6.57,6.69,8.72,54.08
4.06,2.98,7.62,51.27
6.07,2.96,8.47,55.82
6.94,8.63,2.91,45.37
8.68,3.75,8.17,60.96
9.03,0.78,6.3,72.75
3.19,10.3,1.28,27.3
7.82,0.71,8.95,69.6
5.87,6.81,8.83,73.62
6.46,3.06,5.93,46.86
4.55,9.44,4.8,50.68
3.24,2.1,4.31,44.76
8.85,10.33,6.23,52.95
4.61,7.06,8.5,65.64
9.16,2.45,5.88,79.62
3.49,7.96,1.73,27.72
5.86,0.84,3.41,52.02
8.2,7.4,6.85,64.89
4.8,9.06,6.64,52.28
9.77,6.02,5.43,71.62
7.46,2.21,2.78,41.57
4.52,2.77,3.07,42.23
8.56,2.18,5.1,55.38
9.89,5.15,4.25,55.94
4.74,2.54,3.5,42.68
8.76,3.95,8.38,86.43
9.84,2.07,5.29,67.64
4.55,2.54,5.28,50.34
4.64,11.25,4.57,32.12
8.02,0.66,6.97,68.5
9.65,6.51,2.17,47.0
7.87,5.46,9.46,65.71
6.53,3.73,1.49,30.99
3.74,9.68,7.25,25.71
9.47,3.02,7.19,82.49
3.48,10.76,1.58,14.12
4.48,8.35,9.93,62.94
6.16,8.14,0.83,14.6
6.5,11.57,3.96,25.57
3.39,10.45,4.54,33.97
3.58,6.11,8.13,70.01
3.88,7.14,0.78,36.45
3.28,9.42,5.79,38.53
9.84,2.86,2.44,44.02
4.67,7.93,5.94,54.7
9.16,3.63,6.64,76.67
8.49,1.3,0.82,43.02
7.94,11.8,1.14,18.19
7.61,8.58,1.31,20.04
6.49,8.61,8.6,73.85
6.95,5.56,9.3,77.15
9.23,2.77,4.66,62.16
8.44,10.68,8.81,58.47
4.62,7.75,5.02,39.86
3.73,3.36,4.31,41.67
5.06,2.39,5.55,55.09
3.93,9.03,8.01,41.7
9.68,2.54,2.63,63.79
5.68,3.0,3.37,45.38
4.21,1.67,8.56,69.86
7.36,9.15,9.2,63.94
5.79,7.76,1.67,27.58
4.53,5.38,7.2,38.22
3.4,2.53,0.59,30.72
3.65,6.88,2.84,47.56
6.94,7.93,1.15,33.97
8.25,3.34,5.4,51.75
9.48,4.17,3.76,43.28
7.1,2.96,1.81,45.89
7.57,4.6,0.5,35.36
4.69,3.32,4.19,49.95
4.92,6.09,3.3,29.84
5.92,11.28,0.94,7.62
9.08,3.74,8.59,69.02
6.05,5.26,4.4,54.94
4.68,4.78,7.86,54.02
9.44,2.78,4.51,68.92
5.88,11.69,1.14,37.22
3.56,6.46,4.25,31.15
6.82,7.42,8.92,68.05
7.39,2.58,0.57,35.59
9.69,9.78,9.01,65.1
8.65,10.56,6.74,57.34
3.71,6.36,9.96,55.23
6.58,4.16,9.2,85.87
6.04,3.45,8.76,66.02
5.75,1.52,0.86,38.62
3.98,5.33,3.16,36.77
5.63,7.22,4.06,21.38
6.29,5.9,7.15,62.83
4.53,6.52,6.66,54.18
7.03,10.75,2.13,33.72
4.55,3.61,7.5,59.27
3.85,7.23,1.98,29.33
9.89,2.26,4.84,62.35
7.82,7.73,6.0,60.13
7.16,1.54,8.77,76.57
5.29,2.15,6.5,61.97
4.46,2.33,9.57,61.8
3.92,7.69,9.95,78.17
3.44,8.37,5.33,45.18
7.9,0.62,0.99,58.88
4.93,10.02,0.77,24.54
5.23,9.7,8.63,61.16
4.13,3.0,5.25,52.4
3.82,1.53,3.98,58.85
6.46,7.2,3.2,28.93
8.09,10.49,3.18,33.49
9.94,4.54,1.19,29.04
5.38,11.6,3.38,32.62
7.65,11.71,6.63,35.93
3.81,0.67,4.16,47.27
6.89,8.04,9.5,80.42
6.63,4.54,6.85,71.97
3.22,2.12,8.71,66.67
6.38,9.02,1.58,30.59
6.47,8.73,4.78,48.77
5.6,1.09,0.89,41.48
7.01,2.1,9.0,64.13
3.32,1.38,1.9,47.33
8.91,7.33,8.15,55.31
6.64,3.79,9.28,63.21
3.23,6.96,4.7,49.11
9.89,8.38,4.2,60.49
5.67,4.52,6.2,41.7
9.91,4.51,7.53,86.82
4.26,9.11,6.63,40.65
3.21,4.57,0.51,25.05
7.99,4.53,7.97,71.39
9.62,7.42,1.9,46.05
3.54,1.31,4.77,54.87
8.15,4.43,3.18,61.75
3.48,2.01,9.32,68.28
8.56,10.63,5.27,54.34
7.07,4.3,5.46,44.18
8.47,5.88,1.22,43.18
5.6,1.5,9.02,83.81
9.34,6.19,2.77,35.64
5.12,8.07,4.43,31.23
4.98,1.01,9.86,62.89
9.72,4.32,1.58,32.51
3.86,6.9,7.33,49.8
7.15,11.96,2.97,27.97
7.02,9.31,4.49,29.21
4.66,7.02,4.47,48.4
5.22,2.9,9.36,78.05
5.01,11.64,0.6,16.14
8.92,2.82,3.99,66.95
5.73,2.28,8.6,67.53
5.51,5.4,9.15,75.05
7.46,9.01,3.46,26.59
6.47,1.55,2.8,48.27
5.98,2.62,4.88,47.0
7.97,7.68,7.59,64.35
5.89,0.78,1.96,54.31
4.56,8.09,7.95,57.27
8.19,1.24,5.37,56.29
3.47,4.74,1.84,26.48
10.0,5.28,6.88,65.26
7.18,7.9,6.47,66.03
4.51,4.3,6.41,54.12
4.39,1.58,7.67,61.61
4.92,2.11,2.22,47.87
9.15,5.58,7.13,56.01
8.79,7.09,8.93,68.87
4.01,11.26,5.54,36.85
7.2,6.88,5.12,58.2
9.38,8.56,8.08,64.44
8.13,2.68,1.89,55.24
7.11,11.9,3.74,44.51
4.46,2.18,8.61,56.62
9.6,6.97,5.25,59.73
9.24,11.39,8.48,67.41
5.25,5.87,2.89,47.84
6.48,10.89,4.2,44.95
3.57,7.25,8.32,62.16
7.42,10.3,2.05,33.56
3.38,8.7,9.0,57.25
9.34,7.26,3.44,51.95
9.16,1.83,9.74,80.84
4.97,3.85,8.36,75.86
8.19,1.89,4.83,68.61
6.08,6.8,7.55,72.5
8.92,5.54,5.77,55.83
3.43,5.45,8.61,56.46
6.54,3.75,5.42,56.2
5.78,9.9,9.89,51.56
4.82,5.39,1.77,25.16
4.46,3.73,6.93,65.15
7.74,3.54,2.83,46.04
4.41,4.04,2.32,44.32
7.43,10.03,4.38,45.81
5.73,4.72,3.99,44.96
4.7,3.3,0.94,24.55
8.49,10.73,4.56,52.38
5.55,10.8,9.54,60.21
3.1,8.33,4.94,36.12
8.96,10.0,3.37,36.84
5.2,10.06,9.52,61.78
8.76,8.51,5.3,45.75
6.82,5.85,3.23,60.3
9.17,11.37,7.94,59.29
5.93,4.28,2.62,28.39
4.19,9.6,2.85,31.3
3.13,3.11,3.58,48.85
8.45,7.99,4.25,54.28
8.45,10.04,6.04,60.6
4.37,8.82,5.4,27.73
9.69,8.64,7.57,63.57
9.64,5.86,7.31,73.22
5.56,10.85,0.93,23.73
4.03,4.1,1.77,18.18
4.99,10.92,2.54,34.2
9.51,0.93,6.18,72.93
7.27,7.4,9.01,84.91
9.4,7.66,3.59,44.11
3.16,3.52,9.66,54.88
9.94,9.17,2.14,39.97
7.4,2.71,9.28,74.61
4.3,5.25,8.11,65.27
6.55,10.84,4.2,45.35
8.74,5.03,2.46,54.28
3.99,10.0,4.22,32.55
7.26,1.64,2.53,40.9
7.85,1.81,5.83,58.73
5.89,2.55,5.96,43.22
6.79,2.4,7.8,67.21
8.86,11.75,5.51,52.28
9.66,1.78,3.78,69.89
6.88,2.22,9.16,63.93
7.92,2.46,1.24,43.26
5.26,7.38,8.18,57.55
5.34,6.16,4.39,57.32
9.22,8.82,2.22,44.31
3.69,4.44,1.64,42.69
4.44,0.97,2.6,31.0
4.89,4.48,1.66,40.31
3.66,9.4,4.86,31.56
7.67,9.87,3.82,43.61
9.34,8.71,3.89,40.95
3.19,5.15,1.99,43.15
4.77,7.52,6.77,57.12
9.44,2.15,6.27,60.92
6.26,3.4,9.83,89.6
9.2,3.34,2.09,48.33
9.61,1.37,8.42,71.08
9.94,11.31,0.82,34.68
5.77,5.46,1.2,21.98
5.4,10.55,6.66,36.92
8.24,3.05,4.36,47.9
7.16,9.33,2.69,36.8
7.61,9.75,0.53,37.15
6.73,0.55,6.8,68.93
6.6,0.89,4.69,52.33
5.2,11.09,2.12,27.19
7.17,7.04,9.74,63.64
4.88,3.77,3.83,46.44
5.49,2.64,3.38,40.62
7.41,9.91,5.35,44.81
7.46,2.73,3.13,55.9
7.04,10.2,3.09,37.85
7.72,7.66,9.68,62.14
5.88,8.09,2.98,48.56
7.16,5.53,6.25,59.42
3.67,0.91,0.86,30.4
6.39,6.88,1.97,40.97
7.1,8.71,0.71,39.14
5.96,0.54,5.58,56.45
3.12,0.8,5.17,59.85
7.91,10.93,3.64,26.36
6.19,8.32,7.15,54.64
4.09,9.59,6.45,52.33
9.81,0.8,6.2,65.45
9.6,5.11,3.69,53.69
4.11,9.09,3.61,29.54
7.95,1.55,8.8,83.24
6.62,2.67,5.67,59.17
5.03,6.35,3.09,38.51
7.79,10.77,5.66,46.21
6.13,4.28,3.03,50.19
9.29,10.02,2.26,36.79
7.93,0.61,3.18,47.88
6.55,2.59,6.47,61.19
6.16,3.84,5.4,57.85
3.22,8.65,2.06,25.27
4.13,7.16,9.13,61.9
3.32,3.54,5.23,45.31
3.44,7.19,8.04,49.95
3.47,10.73,3.64,39.0
3.1,5.9,9.6,55.93
8.54,8.5,7.64,73.05
6.35,4.47,4.82,62.29
8.24,8.7,9.07,69.37
4.17,10.47,7.32,45.32
8.89,7.02,4.59,47.08
3.66,4.94,9.75,74.88
5.25,9.17,3.34,27.61
5.59,11.5,2.94,27.38
4.65,1.28,9.0,74.95
3.96,6.44,7.22,59.62
7.4,2.59,3.78,41.7
3.06,3.65,2.7,27.01
8.54,7.82,2.19,34.82
3.3,11.54,3.48,20.3
9.75,10.31,1.69,39.13
9.08,3.46,1.88,37.17
5.9,0.78,7.88,58.46
4.0,7.39,1.11,24.1
9.09,6.64,4.67,50.93
7.51,5.79,4.35,47.27
6.53,5.97,9.62,61.73
5.24,7.3,4.92,58.21
6.93,5.07,2.03,39.75
5.91,2.47,1.34,37.18
6.26,3.48,7.46,44.63
8.92,1.23,1.9,47.64
9.67,1.14,9.41,87.49
9.74,10.48,5.81,51.58
9.36,1.94,4.32,65.08
8.62,1.29,7.0,74.84
6.18,10.0,2.39,29.16
3.62,11.47,4.13,27.65
7.41,2.87,0.82,32.16
5.81,9.21,8.84,59.91
7.81,2.37,4.54,65.39
4.55,8.33,7.71,53.48
8.35,8.32,9.21,67.33
4.19,5.44,6.7,38.92
8.66,10.64,4.07,63.64
9.38,1.89,6.39,74.87
9.3,5.98,3.92,44.31
5.43,7.42,5.89,49.6
5.73,9.23,4.61,56.56
8.87,2.14,1.92,41.14
7.85,6.65,7.91,63.04
6.69,5.73,5.22,61.81
9.72,5.29,2.31,51.94
6.61,4.63,8.97,62.02
4.71,11.96,8.61,64.43
7.76,2.46,5.81,70.53
6.59,9.16,9.72,70.64
4.43,4.83,9.31,49.35
4.07,7.96,9.02,45.96
5.49,11.87,1.77,21.63
9.79,5.99,3.3,52.27
4.02,9.98,4.4,27.06
6.3,1.37,8.4,70.28
5.29,6.88,8.78,57.76
9.6,4.89,7.64,62.19
5.64,8.54,4.99,41.54
4.58,0.92,2.04,43.98
6.35,5.65,0.83,22.79
4.08,6.19,7.14,67.9
5.66,10.21,9.94,53.17
8.13,4.92,3.78,51.15
7.2,4.19,5.9,49.86
3.08,4.97,8.2,69.51
6.49,5.53,2.27,29.64
8.69,3.43,8.38,82.92
6.94,1.02,6.44,63.76
6.29,11.89,5.91,52.93
5.91,9.3,7.74,56.88
6.76,11.83,2.79,34.68
3.52,8.12,6.34,53.64
8.6,10.65,2.78,49.28
9.0,5.68,2.21,36.56
7.15,4.52,6.42,62.6
9.85,11.93,3.06,30.43
6.89,2.45,7.29,65.76
3.19,2.99,5.39,45.15
6.25,8.18,7.1,65.85
5.8,3.44,8.97,73.22
4.36,5.45,1.81,28.73
6.74,11.22,1.13,26.98
6.18,3.56,4.3,38.96
4.2,6.37,7.31,58.43
6.54,8.97,8.92,71.17
8.84,1.33,0.83,39.95
6.56,1.33,8.03,70.98
4.52,9.08,1.22,20.06
7.8,11.08,6.02,52.26
9.09,7.31,3.77,50.6
5.42,0.94,0.67,38.75
3.5,5.7,1.42,25.1
9.4,8.79,3.86,48.62
7.78,7.77,9.56,66.01
9.94,2.78,1.97,48.74
7.86,1.11,3.08,71.71
3.87,10.73,9.94,69.44
6.03,3.1,5.07,51.0
3.3,11.95,2.99,22.39
5.39,1.83,6.35,50.52
8.5,1.82,4.64,61.71
6.89,8.18,8.65,51.45
6.21,3.61,0.58,26.73
8.93,11.71,9.97,68.48
4.24,3.23,1.13,24.53
6.77,7.67,5.6,43.15
7.53,5.17,7.13,77.22
9.48,1.54,5.72,74.06
4.15,8.64,3.36,31.5
7.95,9.59,8.63,56.02
3.32,10.01,4.59,39.33
6.97,6.13,3.36,53.4
7.51,11.72,7.8,52.52
8.88,9.7,1.89,35.04
5.27,5.56,2.45,28.98
7.88,1.64,2.9,51.58
3.65,3.43,4.63,51.02
4.56,9.38,0.69,23.43
8.41,10.62,9.92,60.09
9.25,8.12,6.2,53.55
3.11,4.96,9.72,56.05
4.16,4.59,8.17,55.78
4.47,4.63,1.78,36.89
6.64,6.15,2.49,34.23
4.08,8.85,0.83,8.45
9.83,2.38,8.42,75.39
5.72,0.74,6.14,52.13
4.0,1.38,2.54,52.43
8.42,8.16,9.72,78.77
6.93,10.26,7.5,45.7
9.4,5.18,7.2,81.38
9.55,4.38,3.04,51.89
8.99,0.73,3.48,57.6
6.95,1.2,6.85,64.47
4.56,9.18,6.14,31.23
6.0,1.53,6.65,54.25
6.38,10.03,8.85,52.84
9.83,9.48,2.02,48.18
4.77,9.92,1.61,23.0
6.04,8.39,5.86,40.97
6.94,0.74,5.25,63.46
5.74,5.6,4.33,55.55
3.84,2.31,9.09,70.17
9.23,4.39,5.8,66.95
8.61,6.91,5.89,52.06
4.8,8.92,3.98,42.67
6.13,3.17,3.77,37.16
8.15,4.35,9.88,71.16
9.81,2.91,6.42,67.94
4.17,11.82,8.34,38.38
7.47,11.19,4.75,32.25
8.72,8.02,2.32,40.97
3.18,9.99,3.59,13.92
8.68,8.77,3.79,43.35
8.53,10.26,5.87,56.41
9.46,11.26,1.97,47.51
3.59,11.2,4.18,20.11
3.87,7.11,1.46,24.1
6.63,11.59,5.22,47.76
9.1,5.19,9.5,74.53
9.12,2.72,3.72,55.17
7.9,3.16,0.97,38.36
6.14,5.77,6.28,61.98
4.62,3.41,6.53,56.7
6.32,1.96,5.06,58.37
4.52,5.06,4.27,50.03
8.41,7.18,8.98,83.11
5.95,11.63,9.42,58.24
6.78,7.64,6.9,44.2
7.77,9.4,5.26,59.47
6.68,8.35,1.14,30.97
8.29,4.92,3.36,54.99
8.5,2.67,3.21,67.8
4.7,3.75,1.05,28.0
5.09,10.58,8.51,42.81
3.42,2.29,8.74,60.63
3.62,1.62,9.17,58.21
8.81,10.31,7.55,70.58
4.5,6.8,7.25,47.47
8.84,8.35,5.04,45.17
9.9,10.0,8.65,69.32
4.7,4.41,5.35,59.46
6.22,9.13,0.78,19.58
6.76,7.76,6.06,42.07
9.6,0.79,4.21,62.16
4.25,8.78,5.45,41.21
8.85,4.46,4.69,62.34
9.7,2.89,5.22,65.61
6.88,11.55,1.53,20.05
4.07,9.35,0.64,2.0
5.34,0.78,3.73,44.87
9.71,9.24,2.92,47.94
4.18,10.28,2.88,20.98
6.41,4.6,9.4,57.51
4.33,4.25,8.28,64.92
9.33,5.37,0.63,28.86
7.13,5.86,0.58,43.06
9.46,4.88,7.88,77.81
9.62,6.32,9.86,79.29
6.42,11.68,4.92,44.32
9.56,0.87,4.61,57.18
3.0,11.8,3.12,14.6
4.34,10.27,6.83,57.75
8.14,9.67,4.98,46.59
6.69,5.68,2.09,34.93
9.94,1.36,5.07,64.48
8.49,7.62,4.08,52.49
7.65,10.78,8.95,61.88
9.39,5.39,7.83,77.74
5.36,1.3,7.16,57.89
4.17,0.56,3.61,62.1
6.83,1.87,1.83,53.47
4.67,7.47,8.71,71.58
4.63,11.9,3.76,33.49
5.14,8.69,6.13,44.83
7.73,2.31,6.11,70.4
3.17,10.42,9.32,44.57
8.95,8.09,2.13,30.2
7.28,3.97,7.83,69.01
5.13,6.27,4.89,50.45
3.79,5.13,2.16,20.4
8.53,10.52,8.44,59.98
6.06,11.46,8.29,59.79
6.05,1.92,0.88,24.16
6.29,2.2,7.24,76.12
5.9,1.45,1.96,30.9
6.59,4.87,6.3,54.68
7.41,11.67,6.62,54.83
6.02,11.85,6.82,51.68
9.81,7.35,1.64,58.0
5.78,5.83,6.18,51.01
4.5,3.98,1.45,17.74
9.86,0.51,7.58,91.56
5.07,3.52,1.11,33.14
7.35,2.18,7.7,63.03
8.8,0.52,8.89,86.8
3.03,10.8,3.34,43.47
4.98,1.47,7.89,50.59
6.72,8.65,4.47,52.53
6.19,11.13,8.08,38.99
3.51,1.96,7.02,48.27
6.13,3.27,3.25,54.63
3.74,3.2,2.34,28.85
